년,월,일,요일,주중_주말,관람객수(명),코로나 구분,,전시명,전시시작일,전시종료일,관람객 수(명),가격(원)
2022,5,6,금,평일,25423,Post-코로나,,,,,,
2022,5,7,토,주말,23250,Post-코로나,,,,,,
2022,5,8,일,주말,15175,Post-코로나,,,,,,
2022,5,9,월,평일,6484,Post-코로나,,,,,,
2022,5,10,화,평일,6684,Post-코로나,,,,,,
2022,5,11,수,평일,8756,Post-코로나,,,,,,
2022,5,12,목,평일,7431,Post-코로나,,,,,,
2022,5,13,금,평일,8265,Post-코로나,,,,,,
2022,5,14,토,주말,16621,Post-코로나,,,,,,
2022,5,15,일,주말,12944,Post-코로나,,,,,,
2022,5,16,월,평일,6662,Post-코로나,,,,,,
2022,5,17,화,평일,6927,Post-코로나,,,,,,
2022,5,18,수,평일,8065,Post-코로나,,,,,,
2022,5,19,목,평일,7494,Post-코로나,,,,,,
2022,5,20,금,평일,7177,Post-코로나,,,,,,
2022,5,21,토,주말,999,Post-코로나,,,,,,
2022,5,22,일,주말,13401,Post-코로나,,,,,,
2022,5,23,월,평일,6703,Post-코로나,,,,,,
2022,5,24,화,평일,6944,Post-코로나,,,,,,
2022,5,25,수,평일,8552,Post-코로나,,,,,,
2022,5,26,목,평일,7620,Post-코로나,,,,,,
2022,5,27,금,평일,8965,Post-코로나,,,,,,
2022,5,28,토,주말,17699,Post-코로나,,,,,,
2022,5,29,일,주말,13121,Post-코로나,,,,,,
2022,5,30,월,평일,6858,Post-코로나,,,,,,
2022,5,31,화,평일,9189,Post-코로나,,,,,,
2022,6,1,수,평일,13523,Post-코로나,,,,,,
2022,6,2,목,평일,7983,Post-코로나,,,,,,
2022,6,3,금,평일,7800,Post-코로나,,,,,,
2022,6,4,토,주말,19178,Post-코로나,,,,,,
2022,6,5,일,주말,17254,Post-코로나,,,,,,
2022,6,6,월,평일,14715,Post-코로나,,,,,,
2022,6,7,화,평일,7276,Post-코로나,,,,,,
2022,6,8,수,평일,7520,Post-코로나,,,,,,
2022,6,9,목,평일,6409,Post-코로나,,,,,,
2022,6,10,금,평일,7400,Post-코로나,,,,,,
2022,6,11,토,주말,15039,Post-코로나,,,,,,
2022,6,12,일,주말,11409,Post-코로나,,,,,,
2022,6,13,월,평일,6330,Post-코로나,,,,,,
2022,6,14,화,평일,7078,Post-코로나,,,,,,
2022,6,15,수,평일,8974,Post-코로나,,,,,,
2022,6,16,목,평일,6947,Post-코로나,,,,,,
2022,6,17,금,평일,8271,Post-코로나,,,,,,
2022,6,18,토,주말,16625,Post-코로나,,,,,,
2022,6,19,일,주말,12850,Post-코로나,,,,,,
2022,6,20,월,평일,6600,Post-코로나,,,,,,
2022,6,21,화,평일,8948,Post-코로나,,,,,,
2022,6,22,수,평일,9267,Post-코로나,,,,,,
2022,6,23,목,평일,8323,Post-코로나,,,,,,
2022,6,24,금,평일,7957,Post-코로나,,,,,,
2022,6,25,토,주말,18295,Post-코로나,,,,,,
2022,6,26,일,주말,13657,Post-코로나,,,,,,
2022,6,27,월,평일,7611,Post-코로나,,,,,,
2022,6,28,화,평일,7711,Post-코로나,,,,,,
2022,6,29,수,평일,10366,Post-코로나,,,,,,
2022,6,30,목,평일,8730,Post-코로나,,,,,,
2022,7,1,금,평일,9319,Post-코로나,,,,,,
2022,7,2,토,주말,18651,Post-코로나,,,,,,
2022,7,3,일,주말,15160,Post-코로나,,,,,,
2022,7,4,월,평일,8355,Post-코로나,,,,,,
2022,7,5,화,평일,8489,Post-코로나,,,,,,
2022,7,6,수,평일,9650,Post-코로나,,,,,,
2022,7,7,목,평일,7706,Post-코로나,,,,,,
2022,7,8,금,평일,8965,Post-코로나,,,,,,
2022,7,9,토,주말,17743,Post-코로나,,,,,,
2022,7,10,일,주말,14419,Post-코로나,,,,,,
2022,7,11,월,평일,7602,Post-코로나,,,,,,
2022,7,12,화,평일,8522,Post-코로나,,,,,,
2022,7,13,수,평일,10388,Post-코로나,,,,,,
2022,7,14,목,평일,8862,Post-코로나,,,,,,
2022,7,15,금,평일,7974,Post-코로나,,,,,,
2022,7,16,토,주말,19299,Post-코로나,,,,,,
2022,7,17,일,주말,14856,Post-코로나,,,,,,
2022,7,18,월,평일,7800,Post-코로나,,,,,,
2022,7,19,화,평일,8861,Post-코로나,,,,,,
2022,7,20,수,평일,11316,Post-코로나,,,,,,
2022,7,21,목,평일,10313,Post-코로나,,,,,,
2022,7,22,금,평일,9544,Post-코로나,,,,,,
2022,7,23,토,주말,20648,Post-코로나,,,,,,
2022,7,24,일,주말,17130,Post-코로나,,,,,,
2022,7,25,월,평일,12327,Post-코로나,,,,,,
2022,7,26,화,평일,14299,Post-코로나,,,,,,
2022,7,27,수,평일,19222,Post-코로나,,,,,,
2022,7,28,목,평일,15776,Post-코로나,,,,,,
2022,7,29,금,평일,17870,Post-코로나,,,,,,
2022,7,30,토,주말,25154,Post-코로나,,,,,,
2022,7,31,일,주말,19470,Post-코로나,,,,,,
2022,8,1,월,평일,18804,Post-코로나,,,,,,
2022,8,2,화,평일,19875,Post-코로나,,,,,,
2022,8,3,수,평일,20418,Post-코로나,,,,,,
2022,8,4,목,평일,16809,Post-코로나,,,,,,
2022,8,5,금,평일,16434,Post-코로나,,,,,,
2022,8,6,토,주말,24510,Post-코로나,,,,,,
2022,8,7,일,주말,19181,Post-코로나,,,,,,
2022,8,8,월,평일,12366,Post-코로나,,,,,,
2022,8,9,화,평일,8812,Post-코로나,,,,,,
2022,8,10,수,평일,11219,Post-코로나,,,,,,
2022,8,11,목,평일,12736,Post-코로나,,,,,,
2022,8,12,금,평일,18626,Post-코로나,,,,,,
2022,8,13,토,주말,24922,Post-코로나,,,,,,
2022,8,14,일,주말,21681,Post-코로나,,,,,,
2022,8,15,월,평일,19194,Post-코로나,,,,,,
2022,8,16,화,평일,12921,Post-코로나,,,,,,
2022,8,17,수,평일,13639,Post-코로나,,,,,,
2022,8,18,목,평일,12263,Post-코로나,,,,,,
2022,8,19,금,평일,11400,Post-코로나,,,,,,
2022,8,20,토,주말,24733,Post-코로나,,,,,,
2022,8,21,일,주말,19033,Post-코로나,,,,,,
2022,8,22,월,평일,9552,Post-코로나,,,,,,
2022,8,23,화,평일,11036,Post-코로나,,,,,,
2022,8,24,수,평일,12348,Post-코로나,,,,,,
2022,8,25,목,평일,10016,Post-코로나,,,,,,
2022,8,26,금,평일,10695,Post-코로나,,,,,,
2022,8,27,토,주말,22917,Post-코로나,,,,,,
2022,8,28,일,주말,18288,Post-코로나,,,,,,
2022,8,29,월,평일,4203,Post-코로나,,,,,,
2022,8,30,화,평일,6742,Post-코로나,,,,,,
2022,8,31,수,평일,6233,Post-코로나,,,,,,
2022,9,1,목,평일,5220,Post-코로나,,,,,,
2022,9,2,금,평일,5020,Post-코로나,,,,,,
2022,9,3,토,주말,11321,Post-코로나,,,,,,
2022,9,4,일,주말,10139,Post-코로나,,,,,,
2022,9,5,월,평일,4825,Post-코로나,,,,,,
2022,9,6,화,평일,3617,Post-코로나,,,,,,
2022,9,7,수,평일,4154,Post-코로나,,,,,,
2022,9,8,목,평일,4885,Post-코로나,,,,,,
2022,9,9,금,평일,8654,Post-코로나,,,,,,
2022,9,10,토,주말,0,Post-코로나,,,,,,
2022,9,11,일,주말,11259,Post-코로나,,,,,,
2022,9,12,월,평일,9556,Post-코로나,,,,,,
2022,9,13,화,평일,5451,Post-코로나,,,,,,
2022,9,14,수,평일,5342,Post-코로나,,,,,,
2022,9,15,목,평일,5298,Post-코로나,,,,,,
2022,9,16,금,평일,5640,Post-코로나,,,,,,
2022,9,17,토,주말,12109,Post-코로나,,,,,,
2022,9,18,일,주말,11361,Post-코로나,,,,,,
2022,9,19,월,평일,5539,Post-코로나,,,,,,
2022,9,20,화,평일,6333,Post-코로나,,,,,,
2022,9,21,수,평일,6272,Post-코로나,,,,,,
2022,9,22,목,평일,5293,Post-코로나,,,,,,
2022,9,23,금,평일,7432,Post-코로나,,,,,,
2022,9,24,토,주말,12359,Post-코로나,,,,,,
2022,9,25,일,주말,10742,Post-코로나,,,,,,
2022,9,26,월,평일,5923,Post-코로나,,,,,,
2022,9,27,화,평일,6730,Post-코로나,,,,,,
2022,9,28,수,평일,8574,Post-코로나,,,,,,
2022,9,29,목,평일,7304,Post-코로나,,,,,,
2022,9,30,금,평일,6855,Post-코로나,,,,,,
2022,10,1,토,주말,13641,Post-코로나,,,,,,
2022,10,2,일,주말,14001,Post-코로나,,,,,,
2022,10,3,월,평일,13397,Post-코로나,,,,,,
2022,10,4,화,평일,7035,Post-코로나,,,,,,
2022,10,5,수,평일,9503,Post-코로나,,,,,,
2022,10,6,목,평일,6919,Post-코로나,,,,,,
2022,10,7,금,평일,6707,Post-코로나,,,,,,
2022,10,8,토,주말,13043,Post-코로나,,,,,,
2022,10,9,일,주말,16733,Post-코로나,,,,,,
2022,10,10,월,평일,13241,Post-코로나,,,,,,
2022,10,11,화,평일,7266,Post-코로나,,,,,,
2022,10,12,수,평일,9228,Post-코로나,,,,,,
2022,10,13,목,평일,7739,Post-코로나,,,,,,
2022,10,14,금,평일,6281,Post-코로나,,,,,,
2022,10,15,토,주말,11273,Post-코로나,,,,,,
2022,10,16,일,주말,8874,Post-코로나,,,,,,
2022,10,17,월,평일,6857,Post-코로나,,,,,,
2022,10,18,화,평일,6957,Post-코로나,,,,,,
2022,10,19,수,평일,8909,Post-코로나,,,,,,
2022,10,20,목,평일,8091,Post-코로나,,,,,,
2022,10,21,금,평일,6293,Post-코로나,,,,,,
2022,10,22,토,주말,10505,Post-코로나,,,,,,
2022,10,23,일,주말,8714,Post-코로나,,,,,,
2022,10,24,월,평일,5989,Post-코로나,,,,,,
2022,10,25,화,평일,9834,Post-코로나,,,,,,
2022,10,26,수,평일,13128,Post-코로나,,,,,,
2022,10,27,목,평일,10170,Post-코로나,,,,,,
2022,10,28,금,평일,8309,Post-코로나,,,,,,
2022,10,29,토,주말,10812,Post-코로나,,,,,,
2022,10,30,일,주말,11488,Post-코로나,,,,,,
2022,10,31,월,평일,6035,Post-코로나,,,,,,
2022,11,1,화,평일,6935,Post-코로나,,,,,,
2022,11,2,수,평일,10116,Post-코로나,,,,,,
2022,11,3,목,평일,10414,Post-코로나,,,,,,
2022,11,4,금,평일,10209,Post-코로나,,,,,,
2022,11,5,토,주말,17442,Post-코로나,,,,,,
2022,11,6,일,주말,13497,Post-코로나,,,,,,
2022,11,7,월,평일,1914,Post-코로나,,,,,,
2022,11,8,화,평일,9869,Post-코로나,,,,,,
2022,11,9,수,평일,11761,Post-코로나,,,,,,
2022,11,10,목,평일,9906,Post-코로나,,,,,,
2022,11,11,금,평일,10339,Post-코로나,,,,,,
2022,11,12,토,주말,16681,Post-코로나,,,,,,
2022,11,13,일,주말,13921,Post-코로나,,,,,,
2022,11,14,월,평일,8715,Post-코로나,,,,,,
2022,11,15,화,평일,9519,Post-코로나,,,,,,
2022,11,16,수,평일,9910,Post-코로나,,,,,,
2022,11,17,목,평일,12138,Post-코로나,,,,,,
2022,11,18,금,평일,11590,Post-코로나,,,,,,
2022,11,19,토,주말,18238,Post-코로나,,,,,,
2022,11,20,일,주말,13460,Post-코로나,,,,,,
2022,11,21,월,평일,8061,Post-코로나,,,,,,
2022,11,22,화,평일,10301,Post-코로나,,,,,,
2022,11,23,수,평일,11808,Post-코로나,,,,,,
2022,11,24,목,평일,11417,Post-코로나,,,,,,
2022,11,25,금,평일,10605,Post-코로나,,,,,,
2022,11,26,토,주말,19696,Post-코로나,,,,,,
2022,11,27,일,주말,15198,Post-코로나,,,,,,
2022,11,28,월,평일,7946,Post-코로나,,,,,,
2022,11,29,화,평일,8596,Post-코로나,,,,,,
2022,11,30,수,평일,10935,Post-코로나,,,,,,
2022,12,1,목,평일,6962,Post-코로나,,,,,,
2022,12,2,금,평일,8953,Post-코로나,,,,,,
2022,12,3,토,주말,16298,Post-코로나,,,,,,
2022,12,4,일,주말,14304,Post-코로나,,,,,,
2022,12,5,월,평일,5374,Post-코로나,,,,,,
2022,12,6,화,평일,8675,Post-코로나,,,,,,
2022,12,7,수,평일,10246,Post-코로나,,,,,,
2022,12,8,목,평일,9279,Post-코로나,,,,,,
2022,12,9,금,평일,10646,Post-코로나,,,,,,
2022,12,10,토,주말,18613,Post-코로나,,,,,,
2022,12,11,일,주말,15474,Post-코로나,,,,,,
2022,12,12,월,평일,9012,Post-코로나,,,,,,
2022,12,13,화,평일,9890,Post-코로나,,,,,,
2022,12,14,수,평일,10799,Post-코로나,,,,,,
2022,12,15,목,평일,8072,Post-코로나,,,,,,
2022,12,16,금,평일,10188,Post-코로나,,,,,,
2022,12,17,토,주말,18221,Post-코로나,,,,,,
2022,12,18,일,주말,14894,Post-코로나,,,,,,
2022,12,19,월,평일,9324,Post-코로나,,,,,,
2022,12,20,화,평일,8777,Post-코로나,,,,,,
2022,12,21,수,평일,9691,Post-코로나,,,,,,
2022,12,22,목,평일,9727,Post-코로나,,,,,,
2022,12,23,금,평일,11434,Post-코로나,,,,,,
2022,12,24,토,주말,15314,Post-코로나,,,,,,
2022,12,25,일,주말,12521,Post-코로나,,,,,,
2022,12,26,월,평일,10264,Post-코로나,,,,,,
2022,12,27,화,평일,12217,Post-코로나,,,,,,
2022,12,28,수,평일,16122,Post-코로나,,,,,,
2022,12,29,목,평일,13780,Post-코로나,,,,,,
2022,12,30,금,평일,14480,Post-코로나,,,,,,
2022,12,31,토,주말,22461,Post-코로나,,,,,,
2023,1,1,일,주말,0,Post-코로나,,,,,,
2023,1,2,월,평일,9860,Post-코로나,,,,,,
2023,1,3,화,평일,9385,Post-코로나,,,,,,
2023,1,4,수,평일,11201,Post-코로나,,,,,,
2023,1,5,목,평일,9288,Post-코로나,,,,,,
2023,1,6,금,평일,11086,Post-코로나,,,,,,
2023,1,7,토,주말,20848,Post-코로나,,,,,,
2023,1,8,일,주말,18979,Post-코로나,,,,,,
2023,1,9,월,평일,11202,Post-코로나,,,,,,
2023,1,10,화,평일,12500,Post-코로나,,,,,,
2023,1,11,수,평일,14692,Post-코로나,,,,,,
2023,1,12,목,평일,12207,Post-코로나,,,,,,
2023,1,13,금,평일,13091,Post-코로나,,,,,,
2023,1,14,토,주말,23225,Post-코로나,,,,,,
2023,1,15,일,주말,18319,Post-코로나,,,,,,
2023,1,16,월,평일,11194,Post-코로나,,,,,,
2023,1,17,화,평일,12561,Post-코로나,,,,,,
2023,1,18,수,평일,13662,Post-코로나,,,,,,
2023,1,19,목,평일,10623,Post-코로나,,,,,,
2023,1,20,금,평일,10502,Post-코로나,,,,,,
2023,1,21,토,주말,17481,Post-코로나,,,,,,
2023,1,22,일,주말,0,Post-코로나,,,,,,
2023,1,23,월,평일,21289,Post-코로나,,,,,,
2023,1,24,화,평일,15562,Post-코로나,,,,,,
2023,1,25,수,평일,14352,Post-코로나,,,,,,
2023,1,26,목,평일,9404,Post-코로나,,,,,,
2023,1,27,금,평일,12189,Post-코로나,,,,,,
2023,1,28,토,주말,22889,Post-코로나,,,,,,
2023,1,29,일,주말,18903,Post-코로나,,,,,,
2023,1,30,월,평일,10758,Post-코로나,,,,,,
2023,1,31,화,평일,14029,Post-코로나,,,,,,
2023,2,1,수,평일,12344,Post-코로나,,,,,,
2023,2,2,목,평일,11449,Post-코로나,,,,,,
2023,2,3,금,평일,12037,Post-코로나,,,,,,
2023,2,4,토,주말,23290,Post-코로나,,,,,,
2023,2,5,일,주말,18791,Post-코로나,,,,,,
2023,2,6,월,평일,10002,Post-코로나,,,,,,
2023,2,7,화,평일,11543,Post-코로나,,,,,,
2023,2,8,수,평일,13625,Post-코로나,,,,,,
2023,2,9,목,평일,11890,Post-코로나,,,,,,
2023,2,10,금,평일,12240,Post-코로나,,,,,,
2023,2,11,토,주말,22404,Post-코로나,,,,,,
2023,2,12,일,주말,19764,Post-코로나,,,,,,
2023,2,13,월,평일,11156,Post-코로나,,,,,,
2023,2,14,화,평일,11946,Post-코로나,,,,,,
2023,2,15,수,평일,13944,Post-코로나,,,,,,
2023,2,16,목,평일,12145,Post-코로나,,,,,,
2023,2,17,금,평일,12276,Post-코로나,,,,,,
2023,2,18,토,주말,22737,Post-코로나,,,,,,
2023,2,19,일,주말,18754,Post-코로나,,,,,,
2023,2,20,월,평일,11877,Post-코로나,,,,,,
2023,2,21,화,평일,12483,Post-코로나,,,,,,
2023,2,22,수,평일,16550,Post-코로나,,,,,,
2023,2,23,목,평일,12657,Post-코로나,,,,,,
2023,2,24,금,평일,13377,Post-코로나,,,,,,
2023,2,25,토,주말,22194,Post-코로나,,,,,,
2023,2,26,일,주말,19673,Post-코로나,,,,,,
2023,2,27,월,평일,13609,Post-코로나,,,,,,
2023,2,28,화,평일,14575,Post-코로나,,,,,,
2023,3,1,수,평일,19200,Post-코로나,,,,,,
2023,3,2,목,평일,7362,Post-코로나,,,,,,
2023,3,3,금,평일,7423,Post-코로나,,,,,,
2023,3,4,토,주말,16142,Post-코로나,,,,,,
2023,3,5,일,주말,13413,Post-코로나,,,,,,
2023,3,6,월,평일,6704,Post-코로나,,,,,,
2023,3,7,화,평일,7179,Post-코로나,,,,,,
2023,3,8,수,평일,8691,Post-코로나,,,,,,
2023,3,9,목,평일,7718,Post-코로나,,,,,,
2023,3,10,금,평일,7545,Post-코로나,,,,,,
2023,3,11,토,주말,17762,Post-코로나,,,,,,
2023,3,12,일,주말,16065,Post-코로나,,,,,,
2023,3,13,월,평일,7453,Post-코로나,,,,,,
2023,3,14,화,평일,8708,Post-코로나,,,,,,
2023,3,15,수,평일,9713,Post-코로나,,,,,,
2023,3,16,목,평일,4033,Post-코로나,,,,,,
2023,3,17,금,평일,4221,Post-코로나,,,,,,
2023,3,18,토,주말,12817,Post-코로나,,,,,,
2023,3,19,일,주말,10883,Post-코로나,,,,,,
2023,3,20,월,평일,3349,Post-코로나,,,,,,
2023,3,21,화,평일,3718,Post-코로나,,,,,,
2023,3,22,수,평일,3706,Post-코로나,,,,,,
2023,3,23,목,평일,3501,Post-코로나,,,,,,
2023,3,24,금,평일,3349,Post-코로나,,,,,,
2023,3,25,토,주말,10233,Post-코로나,,,,,,
2023,3,26,일,주말,9316,Post-코로나,,,,,,
2023,3,27,월,평일,3819,Post-코로나,,,,,,
2023,3,28,화,평일,3584,Post-코로나,,,,,,
2023,3,29,수,평일,3749,Post-코로나,,,,,,
2023,3,30,목,평일,4014,Post-코로나,,,,,,
2023,3,31,금,평일,4982,Post-코로나,,,,,,
2023,4,1,토,주말,9989,Post-코로나,,,,,,
2023,4,2,일,주말,8169,Post-코로나,,,,,,
2023,4,3,월,평일,0,Post-코로나,,,,,,
2023,4,4,화,평일,3888,Post-코로나,,,,,,
2023,4,5,수,평일,8218,Post-코로나,,,,,,
2023,4,6,목,평일,5144,Post-코로나,,,,,,
2023,4,7,금,평일,5249,Post-코로나,,,,,,
2023,4,8,토,주말,10741,Post-코로나,,,,,,
2023,4,9,일,주말,8755,Post-코로나,,,,,,
2023,4,10,월,평일,4104,Post-코로나,,,,,,
2023,4,11,화,평일,6804,Post-코로나,,,,,,
2023,4,12,수,평일,6391,Post-코로나,,,,,,
2023,4,13,목,평일,4497,Post-코로나,,,,,,
2023,4,14,금,평일,5187,Post-코로나,,,,,,
2023,4,15,토,주말,12872,Post-코로나,,,,,,
2023,4,16,일,주말,9582,Post-코로나,,,,,,
2023,4,17,월,평일,4475,Post-코로나,,,,,,
2023,4,18,화,평일,5648,Post-코로나,,,,,,
2023,4,19,수,평일,6242,Post-코로나,,,,,,
2023,4,20,목,평일,6869,Post-코로나,,,,,,
2023,4,21,금,평일,5846,Post-코로나,,,,,,
2023,4,22,토,주말,10665,Post-코로나,,,,,,
2023,4,23,일,주말,7450,Post-코로나,,,,,,
2023,4,24,월,평일,5091,Post-코로나,,,,,,
2023,4,25,화,평일,6364,Post-코로나,,,,,,
2023,4,26,수,평일,8190,Post-코로나,,,,,,
2023,4,27,목,평일,6139,Post-코로나,,,,,,
2023,4,28,금,평일,4614,Post-코로나,,,,,,
2023,4,29,토,주말,12942,Post-코로나,,,,,,
2023,4,30,일,주말,11849,Post-코로나,,,,,,
2023,5,1,월,평일,10648,Post-코로나,,,,,,
2023,5,2,화,평일,6639,Post-코로나,,,,,,
2023,5,3,수,평일,6534,Post-코로나,,,,,,
2023,5,4,목,평일,7432,Post-코로나,,,,,,
2023,5,5,금,평일,17211,Post-코로나,,,,,,
2023,5,6,토,주말,14200,Post-코로나,,,,,,
2023,5,7,일,주말,7218,Post-코로나,,,,,,
2023,5,8,월,평일,4914,Post-코로나,,,,,,
2023,5,9,화,평일,5538,Post-코로나,,,,,,
2023,5,10,수,평일,6571,Post-코로나,,,,,,
2023,5,11,목,평일,6877,Post-코로나,,,,,,
2023,5,12,금,평일,7276,Post-코로나,,,,,,
2023,5,13,토,주말,12055,Post-코로나,,,,,,
2023,5,14,일,주말,9846,Post-코로나,,,,,,
2023,5,15,월,평일,6015,Post-코로나,,,,,,
2023,5,16,화,평일,6864,Post-코로나,,,,,,
2023,5,17,수,평일,8740,Post-코로나,,,,,,
2023,5,18,목,평일,6161,Post-코로나,,,,,,
2023,5,19,금,평일,6903,Post-코로나,,,,,,
2023,5,20,토,주말,11158,Post-코로나,,,,,,
2023,5,21,일,주말,9122,Post-코로나,,,,,,
2023,5,22,월,평일,4833,Post-코로나,,,,,,
2023,5,23,화,평일,7008,Post-코로나,,,,,,
2023,5,24,수,평일,7056,Post-코로나,,,,,,
2023,5,25,목,평일,8260,Post-코로나,,,,,,
2023,5,26,금,평일,7025,Post-코로나,,,,,,
2023,5,27,토,주말,16493,Post-코로나,,,,,,
2023,5,28,일,주말,17074,Post-코로나,,,,,,
2023,5,29,월,평일,10656,Post-코로나,,,,,,
2023,5,30,화,평일,6445,Post-코로나,,,,,,
2023,5,31,수,평일,43835,Post-코로나,,,,,,
2023,6,1,목,평일,5913,Post-코로나,,,,,,
2023,6,2,금,평일,7905,Post-코로나,,,,,,
2023,6,3,토,주말,15475,Post-코로나,,,,,,
2023,6,4,일,주말,14763,Post-코로나,,,,,,
2023,6,5,월,평일,13241,Post-코로나,,,,,,
2023,6,6,화,평일,14095,Post-코로나,,,,,,
2023,6,7,수,평일,11277,Post-코로나,,,,,,
2023,6,8,목,평일,8106,Post-코로나,,,,,,
2023,6,9,금,평일,8700,Post-코로나,,,,,,
2023,6,10,토,주말,14172,Post-코로나,,,,,,
2023,6,11,일,주말,11622,Post-코로나,,,,,,
2023,6,12,월,평일,7295,Post-코로나,,,,,,
2023,6,13,화,평일,8814,Post-코로나,,,,,,
2023,6,14,수,평일,12759,Post-코로나,,,,,,
2023,6,15,목,평일,10277,Post-코로나,,,,,,
2023,6,16,금,평일,8459,Post-코로나,,,,,,
2023,6,17,토,주말,16247,Post-코로나,,,,,,
2023,6,18,일,주말,12917,Post-코로나,,,,,,
2023,6,19,월,평일,8811,Post-코로나,,,,,,
2023,6,20,화,평일,8940,Post-코로나,,,,,,
2023,6,21,수,평일,11994,Post-코로나,,,,,,
2023,6,22,목,평일,8886,Post-코로나,,,,,,
2023,6,23,금,평일,9182,Post-코로나,,,,,,
2023,6,24,토,주말,18547,Post-코로나,,,,,,
2023,6,25,일,주말,14261,Post-코로나,,,,,,
2023,6,26,월,평일,8488,Post-코로나,,,,,,
2023,6,27,화,평일,9159,Post-코로나,,,,,,
2023,6,28,수,평일,13078,Post-코로나,,,,,,
2023,6,29,목,평일,9728,Post-코로나,,,,,,
2023,6,30,금,평일,11257,Post-코로나,,,,,,
2023,7,1,토,주말,20244,Post-코로나,,,,,,
2023,7,2,일,주말,15619,Post-코로나,,,,,,
2023,7,3,월,평일,9614,Post-코로나,,,,,,
2023,7,4,화,평일,10937,Post-코로나,,,,,,
2023,7,5,수,평일,11681,Post-코로나,,,,,,
2023,7,6,목,평일,10631,Post-코로나,,,,,,
2023,7,7,금,평일,9861,Post-코로나,,,,,,
2023,7,8,토,주말,21468,Post-코로나,,,,,,
2023,7,9,일,주말,16044,Post-코로나,,,,,,
2023,7,10,월,평일,8824,Post-코로나,,,,,,
2023,7,11,화,평일,10428,Post-코로나,,,,,,
2023,7,12,수,평일,11976,Post-코로나,,,,,,
2023,7,13,목,평일,9245,Post-코로나,,,,,,
2023,7,14,금,평일,10373,Post-코로나,,,,,,
2023,7,15,토,주말,21339,Post-코로나,,,,,,
2023,7,16,일,주말,16634,Post-코로나,,,,,,
2023,7,17,월,평일,9423,Post-코로나,,,,,,
2023,7,18,화,평일,10470,Post-코로나,,,,,,
2023,7,19,수,평일,13302,Post-코로나,,,,,,
2023,7,20,목,평일,11156,Post-코로나,,,,,,
2023,7,21,금,평일,11637,Post-코로나,,,,,,
2023,7,22,토,주말,23938,Post-코로나,,,,,,
2023,7,23,일,주말,19630,Post-코로나,,,,,,
2023,7,24,월,평일,13298,Post-코로나,,,,,,
2023,7,25,화,평일,15308,Post-코로나,,,,,,
2023,7,26,수,평일,21336,Post-코로나,,,,,,
2023,7,27,목,평일,18414,Post-코로나,,,,,,
2023,7,28,금,평일,18828,Post-코로나,,,,,,
2023,7,29,토,주말,28072,Post-코로나,,,,,,
2023,7,30,일,주말,24127,Post-코로나,,,,,,
2023,7,31,월,평일,23550,Post-코로나,,,,,,
2023,8,1,화,평일,24107,Post-코로나,,,,,,
2023,8,2,수,평일,30527,Post-코로나,,,,,,
2023,8,3,목,평일,20650,Post-코로나,,,,,,
2023,8,4,금,평일,20227,Post-코로나,,,,,,
2023,8,5,토,주말,27749,Post-코로나,,,,,,
2023,8,6,일,주말,21787,Post-코로나,,,,,,
2023,8,7,월,평일,16159,Post-코로나,,,,,,
2023,8,8,화,평일,16060,Post-코로나,,,,,,
2023,8,9,수,평일,17775,Post-코로나,,,,,,
2023,8,10,목,평일,11667,Post-코로나,,,,,,
2023,8,11,금,평일,15990,Post-코로나,,,,,,
2023,8,12,토,주말,26345,Post-코로나,,,,,,
2023,8,13,일,주말,24102,Post-코로나,,,,,,
2023,8,14,월,평일,20356,Post-코로나,,,,,,
2023,8,15,화,평일,24522,Post-코로나,,,,,,
2023,8,16,수,평일,15817,Post-코로나,,,,,,
2023,8,17,목,평일,13715,Post-코로나,,,,,,
2023,8,18,금,평일,14052,Post-코로나,,,,,,
2023,8,19,토,주말,24454,Post-코로나,,,,,,
2023,8,20,일,주말,19769,Post-코로나,,,,,,
2023,8,21,월,평일,10225,Post-코로나,,,,,,
2023,8,22,화,평일,9725,Post-코로나,,,,,,
2023,8,23,수,평일,10213,Post-코로나,,,,,,
2023,8,24,목,평일,8210,Post-코로나,,,,,,
2023,8,25,금,평일,9784,Post-코로나,,,,,,
2023,8,26,토,주말,23293,Post-코로나,,,,,,
2023,8,27,일,주말,17795,Post-코로나,,,,,,
2023,8,28,월,평일,8399,Post-코로나,,,,,,
2023,8,29,화,평일,8838,Post-코로나,,,,,,
2023,8,30,수,평일,12472,Post-코로나,,,,,,
2023,8,31,목,평일,9073,Post-코로나,,,,,,
2023,9,1,금,평일,8306,Post-코로나,,,,,,
2023,9,2,토,주말,21513,Post-코로나,,,,,,
2023,9,3,일,주말,17455,Post-코로나,,,,,,
2023,9,4,월,평일,12808,Post-코로나,,,,,,
2023,9,5,화,평일,8582,Post-코로나,,,,,,
2023,9,6,수,평일,11468,Post-코로나,,,,,,
2023,9,7,목,평일,8675,Post-코로나,,,,,,
2023,9,8,금,평일,10517,Post-코로나,,,,,,
2023,9,9,토,주말,21014,Post-코로나,,,,,,
2023,9,10,일,주말,17324,Post-코로나,,,,,,
2023,9,11,월,평일,9433,Post-코로나,,,,,,
2023,9,12,화,평일,9457,Post-코로나,,,,,,
2023,9,13,수,평일,13992,Post-코로나,,,,,,
2023,9,14,목,평일,10341,Post-코로나,,,,,,
2023,9,15,금,평일,11366,Post-코로나,,,,,,
