년,월,일,요일,주중_주말,관람객수(명),코로나 구분,,전시명,전시시작일,전시종료일,관람객 수(명),가격(원)
2023,9,16,토,주말,20823,Post-코로나,,,,,,
2023,9,17,일,주말,16657,Post-코로나,,,,,,
2023,9,18,월,평일,8937,Post-코로나,,,,,,
2023,9,19,화,평일,9258,Post-코로나,,,,,,
2023,9,20,수,평일,13397,Post-코로나,,,,,,
2023,9,21,목,평일,11076,Post-코로나,,,,,,
2023,9,22,금,평일,11046,Post-코로나,,,,,,
2023,9,23,토,주말,18404,Post-코로나,,,,,,
2023,9,24,일,주말,14243,Post-코로나,,,,,,
2023,9,25,월,평일,8791,Post-코로나,,,,,,
2023,9,26,화,평일,9753,Post-코로나,,,,,,
2023,9,27,수,평일,10318,Post-코로나,,,,,,
2023,9,28,목,평일,17206,Post-코로나,,,,,,
2023,9,29,금,평일,0,Post-코로나,,,,,,
2023,9,30,토,주말,35352,Post-코로나,,,,,,
2023,10,1,일,주말,24973,Post-코로나,,,,,,
2023,10,2,월,평일,27879,Post-코로나,,,,,,
2023,10,3,화,평일,19812,Post-코로나,,,,,,
2023,10,4,수,평일,15247,Post-코로나,,,,,,
2023,10,5,목,평일,12703,Post-코로나,,,,,,
2023,10,6,금,평일,10921,Post-코로나,,,,,,
2023,10,7,토,주말,19096,Post-코로나,,,,,,
2023,10,8,일,주말,18751,Post-코로나,,,,,,
2023,10,9,월,평일,22944,Post-코로나,,,,,,
2023,10,10,화,평일,6449,Post-코로나,,,,,,
2023,10,11,수,평일,7332,Post-코로나,,,,,,
2023,10,12,목,평일,6653,Post-코로나,,,,,,
2023,10,13,금,평일,7053,Post-코로나,,,,,,
2023,10,14,토,주말,12860,Post-코로나,,,,,,
2023,10,15,일,주말,9900,Post-코로나,,,,,,
2023,10,16,월,평일,6784,Post-코로나,,,,,,
2023,10,17,화,평일,7202,Post-코로나,,,,,,
2023,10,18,수,평일,7901,Post-코로나,,,,,,
2023,10,19,목,평일,8163,Post-코로나,,,,,,
2023,10,20,금,평일,6862,Post-코로나,,,,,,
2023,10,21,토,주말,10970,Post-코로나,,,,,,
2023,10,22,일,주말,9036,Post-코로나,,,,,,
2023,10,23,월,평일,6461,Post-코로나,,,,,,
2023,10,24,화,평일,7344,Post-코로나,,,,,,
2023,10,25,수,평일,7255,Post-코로나,,,,,,
2023,10,26,목,평일,6655,Post-코로나,,,,,,
2023,10,27,금,평일,6771,Post-코로나,,,,,,
2023,10,28,토,주말,10207,Post-코로나,,,,,,
2023,10,29,일,주말,8642,Post-코로나,,,,,,
2023,10,30,월,평일,4878,Post-코로나,,,,,,
2023,10,31,화,평일,10148,Post-코로나,,,,,,
2023,11,1,수,평일,7159,Post-코로나,,,,,,
2023,11,2,목,평일,5995,Post-코로나,,,,,,
2023,11,3,금,평일,6813,Post-코로나,,,,,,
2023,11,4,토,주말,10675,Post-코로나,,,,,,
2023,11,5,일,주말,10464,Post-코로나,,,,,,
2023,11,6,월,평일,444,Post-코로나,,,,,,
2023,11,7,화,평일,6229,Post-코로나,,,,,,
2023,11,8,수,평일,6969,Post-코로나,,,,,,
2023,11,9,목,평일,7142,Post-코로나,,,,,,
2023,11,10,금,평일,5187,Post-코로나,,,,,,
2023,11,11,토,주말,12888,Post-코로나,,,,,,
2023,11,12,일,주말,11425,Post-코로나,,,,,,
2023,11,13,월,평일,6038,Post-코로나,,,,,,
2023,11,14,화,평일,7410,Post-코로나,,,,,,
2023,11,15,수,평일,6096,Post-코로나,,,,,,
2023,11,16,목,평일,8705,Post-코로나,,,,,,
2023,11,17,금,평일,6777,Post-코로나,,,,,,
2023,11,18,토,주말,9700,Post-코로나,,,,,,
2023,11,19,일,주말,10214,Post-코로나,,,,,,
2023,11,20,월,평일,4561,Post-코로나,,,,,,
2023,11,21,화,평일,6671,Post-코로나,,,,,,
2023,11,22,수,평일,6328,Post-코로나,,,,,,
2023,11,23,목,평일,6125,Post-코로나,,,,,,
2023,11,24,금,평일,6347,Post-코로나,,,,,,
2023,11,25,토,주말,11780,Post-코로나,,,,,,
2023,11,26,일,주말,11124,Post-코로나,,,,,,
2023,11,27,월,평일,4790,Post-코로나,,,,,,
2023,11,28,화,평일,5221,Post-코로나,,,,,,
2023,11,29,수,평일,5525,Post-코로나,,,,,,
2023,11,30,목,평일,7117,Post-코로나,,,,,,
2023,12,1,금,평일,7093,Post-코로나,,,,,,
2023,12,2,토,주말,11568,Post-코로나,,,,,,
2023,12,3,일,주말,10067,Post-코로나,,,,,,
2023,12,4,월,평일,4199,Post-코로나,,,,,,
2023,12,5,화,평일,5589,Post-코로나,,,,,,
2023,12,6,수,평일,6033,Post-코로나,,,,,,
2023,12,7,목,평일,5071,Post-코로나,,,,,,
2023,12,8,금,평일,6818,Post-코로나,,,,,,
2023,12,9,토,주말,13286,Post-코로나,,,,,,
2023,12,10,일,주말,12052,Post-코로나,,,,,,
2023,12,11,월,평일,5962,Post-코로나,,,,,,
2023,12,12,화,평일,6295,Post-코로나,,,,,,
2023,12,13,수,평일,7211,Post-코로나,,,,,,
2023,12,14,목,평일,6523,Post-코로나,,,,,,
2023,12,15,금,평일,6770,Post-코로나,,,,,,
2023,12,16,토,주말,14276,Post-코로나,,,,,,
2023,12,17,일,주말,13374,Post-코로나,,,,,,
2023,12,18,월,평일,5218,Post-코로나,,,,,,
2023,12,19,화,평일,6033,Post-코로나,,,,,,
2023,12,20,수,평일,6801,Post-코로나,,,,,,
2023,12,21,목,평일,5336,Post-코로나,,,,,,
2023,12,22,금,평일,6648,Post-코로나,,,,,,
2023,12,23,토,주말,13484,Post-코로나,,,,,,
2023,12,24,일,주말,13413,Post-코로나,,,,,,
2023,12,25,월,평일,9491,Post-코로나,,,,,,
2023,12,26,화,평일,7344,Post-코로나,,,,,,
2023,12,27,수,평일,8965,Post-코로나,,,,,,
2023,12,28,목,평일,8127,Post-코로나,,,,,,
2023,12,29,금,평일,8236,Post-코로나,,,,,,
2023,12,30,토,주말,12715,Post-코로나,,,,,,
2023,12,31,일,주말,13826,Post-코로나,,,,,,
2024,1,1,월,평일,0,Post-코로나,,,,,,
2024,1,2,화,평일,8106,Post-코로나,,,,,,
2024,1,3,수,평일,8361,Post-코로나,,,,,,
2024,1,4,목,평일,7147,Post-코로나,,,,,,
2024,1,5,금,평일,7850,Post-코로나,,,,,,
2024,1,6,토,주말,15890,Post-코로나,,,,,,
2024,1,7,일,주말,12911,Post-코로나,,,,,,
2024,1,8,월,평일,8128,Post-코로나,,,,,,
2024,1,9,화,평일,7583,Post-코로나,,,,,,
2024,1,10,수,평일,8487,Post-코로나,,,,,,
2024,1,11,목,평일,9028,Post-코로나,,,,,,
2024,1,12,금,평일,9935,Post-코로나,,,,,,
2024,1,13,토,주말,19231,Post-코로나,,,,,,
2024,1,14,일,주말,17049,Post-코로나,,,,,,
2024,1,15,월,평일,7091,Post-코로나,,,,,,
2024,1,16,화,평일,8589,Post-코로나,,,,,,
2024,1,17,수,평일,8757,Post-코로나,,,,,,
2024,1,18,목,평일,9225,Post-코로나,,,,,,
2024,1,19,금,평일,9885,Post-코로나,,,,,,
2024,1,20,토,주말,20690,Post-코로나,,,,,,
2024,1,21,일,주말,17624,Post-코로나,,,,,,
2024,1,22,월,평일,7790,Post-코로나,,,,,,
2024,1,23,화,평일,7946,Post-코로나,,,,,,
2024,1,24,수,평일,7899,Post-코로나,,,,,,
2024,1,25,목,평일,7965,Post-코로나,,,,,,
2024,1,26,금,평일,8638,Post-코로나,,,,,,
2024,1,27,토,주말,19449,Post-코로나,,,,,,
2024,1,28,일,주말,17997,Post-코로나,,,,,,
2024,1,29,월,평일,7152,Post-코로나,,,,,,
2024,1,30,화,평일,8495,Post-코로나,,,,,,
2024,1,31,수,평일,10229,Post-코로나,,,,,,
2024,2,1,목,평일,7165,Post-코로나,,,,,,
2024,2,2,금,평일,8201,Post-코로나,,,,,,
2024,2,3,토,주말,16015,Post-코로나,,,,,,
2024,2,4,일,주말,15575,Post-코로나,,,,,,
2024,2,5,월,평일,6066,Post-코로나,,,,,,
2024,2,6,화,평일,6714,Post-코로나,,,,,,
2024,2,7,수,평일,6451,Post-코로나,,,,,,
2024,2,8,목,평일,5942,Post-코로나,,,,,,
2024,2,9,금,평일,13826,Post-코로나,,,,,,
2024,2,10,토,주말,0,Post-코로나,,,,,,
2024,2,11,일,주말,18367,Post-코로나,,,,,,
2024,2,12,월,평일,15312,Post-코로나,,,,,,
2024,2,13,화,평일,8436,Post-코로나,,,,,,
2024,2,14,수,평일,7374,Post-코로나,,,,,,
2024,2,15,목,평일,8064,Post-코로나,,,,,,
2024,2,16,금,평일,9289,Post-코로나,,,,,,
2024,2,17,토,주말,19540,Post-코로나,,,,,,
2024,2,18,일,주말,17020,Post-코로나,,,,,,
2024,2,19,월,평일,7380,Post-코로나,,,,,,
2024,2,20,화,평일,7990,Post-코로나,,,,,,
2024,2,21,수,평일,9366,Post-코로나,,,,,,
2024,2,22,목,평일,7972,Post-코로나,,,,,,
2024,2,23,금,평일,9393,Post-코로나,,,,,,
2024,2,24,토,주말,18474,Post-코로나,,,,,,
2024,2,25,일,주말,16686,Post-코로나,,,,,,
2024,2,26,월,평일,8721,Post-코로나,,,,,,
2024,2,27,화,평일,9314,Post-코로나,,,,,,
2024,2,28,수,평일,10956,Post-코로나,,,,,,
2024,2,29,목,평일,9916,Post-코로나,,,,,,
2024,3,1,금,평일,20342,Post-코로나,,,,,,
2024,3,2,토,주말,17948,Post-코로나,,,,,,
2024,3,3,일,주말,10536,Post-코로나,,,,,,
2024,3,4,월,평일,3453,Post-코로나,,,,,,
2024,3,5,화,평일,3540,Post-코로나,,,,,,
2024,3,6,수,평일,3651,Post-코로나,,,,,,
2024,3,7,목,평일,3710,Post-코로나,,,,,,
2024,3,8,금,평일,3893,Post-코로나,,,,,,
2024,3,9,토,주말,12798,Post-코로나,,,,,,
2024,3,10,일,주말,10895,Post-코로나,,,,,,
2024,3,11,월,평일,3276,Post-코로나,,,,,,
2024,3,12,화,평일,4075,Post-코로나,,,,,,
2024,3,13,수,평일,3513,Post-코로나,,,,,,
2024,3,14,목,평일,3698,Post-코로나,,,,,,
2024,3,15,금,평일,3918,Post-코로나,,,,,,
2024,3,16,토,주말,11500,Post-코로나,,,,,,
2024,3,17,일,주말,10483,Post-코로나,,,,,,
2024,3,18,월,평일,3396,Post-코로나,,,,,,
2024,3,19,화,평일,4543,Post-코로나,,,,,,
2024,3,20,수,평일,4165,Post-코로나,,,,,,
2024,3,21,목,평일,4030,Post-코로나,,,,,,
2024,3,22,금,평일,4593,Post-코로나,,,,,,
2024,3,23,토,주말,12225,Post-코로나,,,,,,
2024,3,24,일,주말,9655,Post-코로나,,,,,,
2024,3,25,월,평일,5422,Post-코로나,,,,,,
2024,3,26,화,평일,5784,Post-코로나,,,,,,
2024,3,27,수,평일,4376,Post-코로나,,,,,,
2024,3,28,목,평일,5729,Post-코로나,,,,,,
2024,3,29,금,평일,5548,Post-코로나,,,,,,
2024,3,30,토,주말,12109,Post-코로나,,,,,,
2024,3,31,일,주말,9461,Post-코로나,,,,,,
2024,4,1,월,평일,472,Post-코로나,,,,,,
2024,4,2,화,평일,5571,Post-코로나,,,,,,
2024,4,3,수,평일,5973,Post-코로나,,,,,,
2024,4,4,목,평일,4072,Post-코로나,,,,,,
2024,4,5,금,평일,5231,Post-코로나,,,,,,
2024,4,6,토,주말,12602,Post-코로나,,,,,,
2024,4,7,일,주말,9462,Post-코로나,,,,,,
2024,4,8,월,평일,4612,Post-코로나,,,,,,
2024,4,9,화,평일,5547,Post-코로나,,,,,,
2024,4,10,수,평일,11622,Post-코로나,,,,,,
2024,4,11,목,평일,4940,Post-코로나,,,,,,
2024,4,12,금,평일,5417,Post-코로나,,,,,,
2024,4,13,토,주말,13459,Post-코로나,,,,,,
2024,4,14,일,주말,11497,Post-코로나,,,,,,
2024,4,15,월,평일,7601,Post-코로나,,,,,,
2024,4,16,화,평일,5115,Post-코로나,,,,,,
2024,4,17,수,평일,5889,Post-코로나,,,,,,
2024,4,18,목,평일,5146,Post-코로나,,,,,,
2024,4,19,금,평일,6062,Post-코로나,,,,,,
2024,4,20,토,주말,15071,Post-코로나,,,,,,
2024,4,21,일,주말,10446,Post-코로나,,,,,,
2024,4,22,월,평일,6411,Post-코로나,,,,,,
2024,4,23,화,평일,5892,Post-코로나,,,,,,
2024,4,24,수,평일,8710,Post-코로나,,,,,,
2024,4,25,목,평일,6133,Post-코로나,,,,,,
2024,4,26,금,평일,6728,Post-코로나,,,,,,
2024,4,27,토,주말,13208,Post-코로나,,,,,,
2024,4,28,일,주말,11144,Post-코로나,,,,,,
2024,4,29,월,평일,5853,Post-코로나,,,,,,
2024,4,30,화,평일,6703,Post-코로나,,,,,,
2024,5,1,수,평일,12273,Post-코로나,,,,,,
2024,5,2,목,평일,6397,Post-코로나,,,,,,
2024,5,3,금,평일,7014,Post-코로나,,,,,,
2024,5,4,토,주말,14153,Post-코로나,,,,,,
2024,5,5,일,주말,18433,Post-코로나,,,,,,
2024,5,6,월,평일,14469,Post-코로나,,,,,,
2024,5,7,화,평일,6064,Post-코로나,,,,,,
2024,5,8,수,평일,6029,Post-코로나,,,,,,
2024,5,9,목,평일,6321,Post-코로나,,,,,,
2024,5,10,금,평일,6991,Post-코로나,,,,,,
2024,5,11,토,주말,14360,Post-코로나,,,,,,
2024,5,12,일,주말,10888,Post-코로나,,,,,,
2024,5,13,월,평일,4557,Post-코로나,,,,,,
2024,5,14,화,평일,6796,Post-코로나,,,,,,
2024,5,15,수,평일,14661,Post-코로나,,,,,,
2024,5,16,목,평일,5473,Post-코로나,,,,,,
2024,5,17,금,평일,6725,Post-코로나,,,,,,
2024,5,18,토,주말,13824,Post-코로나,,,,,,
2024,5,19,일,주말,10710,Post-코로나,,,,,,
2024,5,20,월,평일,5815,Post-코로나,,,,,,
2024,5,21,화,평일,8241,Post-코로나,,,,,,
2024,5,22,수,평일,8876,Post-코로나,,,,,,
2024,5,23,목,평일,6401,Post-코로나,,,,,,
2024,5,24,금,평일,7409,Post-코로나,,,,,,
2024,5,25,토,주말,15782,Post-코로나,,,,,,
2024,5,26,일,주말,12777,Post-코로나,,,,,,
2024,5,27,월,평일,6335,Post-코로나,,,,,,
2024,5,28,화,평일,6992,Post-코로나,,,,,,
2024,5,29,수,평일,8523,Post-코로나,,,,,,
2024,5,30,목,평일,6164,Post-코로나,,,,,,
2024,5,31,금,평일,7038,Post-코로나,,,,,,
2024,6,1,토,주말,12824,Post-코로나,,,,,,
2024,6,2,일,주말,10458,Post-코로나,,,,,,
2024,6,3,월,평일,3884,Post-코로나,,,,,,
2024,6,4,화,평일,5925,Post-코로나,,,,,,
2024,6,5,수,평일,5590,Post-코로나,,,,,,
2024,6,6,목,평일,14764,Post-코로나,,,,,,
2024,6,7,금,평일,11437,Post-코로나,,,,,,
2024,6,8,토,주말,16320,Post-코로나,,,,,,
2024,6,9,일,주말,10951,Post-코로나,,,,,,
2024,6,10,월,평일,3873,Post-코로나,,,,,,
2024,6,11,화,평일,4652,Post-코로나,,,,,,
2024,6,12,수,평일,5096,Post-코로나,,,,,,
2024,6,13,목,평일,7737,Post-코로나,,,,,,
2024,6,14,금,평일,7622,Post-코로나,,,,,,
2024,6,15,토,주말,15204,Post-코로나,,,,,,
2024,6,16,일,주말,12842,Post-코로나,,,,,,
2024,6,17,월,평일,6119,Post-코로나,,,,,,
2024,6,18,화,평일,8128,Post-코로나,,,,,,
2024,6,19,수,평일,8565,Post-코로나,,,,,,
2024,6,20,목,평일,7423,Post-코로나,,,,,,
2024,6,21,금,평일,7686,Post-코로나,,,,,,
2024,6,22,토,주말,16188,Post-코로나,,,,,,
2024,6,23,일,주말,13882,Post-코로나,,,,,,
2024,6,24,월,평일,6186,Post-코로나,,,,,,
2024,6,25,화,평일,7072,Post-코로나,,,,,,
2024,6,26,수,평일,8693,Post-코로나,,,,,,
2024,6,27,목,평일,7454,Post-코로나,,,,,,
2024,6,28,금,평일,7733,Post-코로나,,,,,,
2024,6,29,토,주말,15684,Post-코로나,,,,,,
2024,6,30,일,주말,13538,Post-코로나,,,,,,
2024,7,1,월,평일,6238,Post-코로나,,,,,,
2024,7,2,화,평일,8255,Post-코로나,,,,,,
2024,7,3,수,평일,6662,Post-코로나,,,,,,
2024,7,4,목,평일,7131,Post-코로나,,,,,,
2024,7,5,금,평일,7346,Post-코로나,,,,,,
2024,7,6,토,주말,17094,Post-코로나,,,,,,
2024,7,7,일,주말,14583,Post-코로나,,,,,,
2024,7,8,월,평일,6853,Post-코로나,,,,,,
2024,7,9,화,평일,6974,Post-코로나,,,,,,
2024,7,10,수,평일,8972,Post-코로나,,,,,,
2024,7,11,목,평일,8340,Post-코로나,,,,,,
2024,7,12,금,평일,8335,Post-코로나,,,,,,
2024,7,13,토,주말,18601,Post-코로나,,,,,,
2024,7,14,일,주말,16137,Post-코로나,,,,,,
2024,7,15,월,평일,6714,Post-코로나,,,,,,
2024,7,16,화,평일,7157,Post-코로나,,,,,,
2024,7,17,수,평일,8516,Post-코로나,,,,,,
2024,7,18,목,평일,7319,Post-코로나,,,,,,
2024,7,19,금,평일,7221,Post-코로나,,,,,,
2024,7,20,토,주말,19473,Post-코로나,,,,,,
2024,7,21,일,주말,15987,Post-코로나,,,,,,
2024,7,22,월,평일,7838,Post-코로나,,,,,,
2024,7,23,화,평일,8575,Post-코로나,,,,,,
2024,7,24,수,평일,9947,Post-코로나,,,,,,
2024,7,25,목,평일,10393,Post-코로나,,,,,,
2024,7,26,금,평일,12489,Post-코로나,,,,,,
2024,7,27,토,주말,21770,Post-코로나,,,,,,
2024,7,28,일,주말,18577,Post-코로나,,,,,,
2024,7,29,월,평일,16684,Post-코로나,,,,,,
2024,7,30,화,평일,18687,Post-코로나,,,,,,
2024,7,31,수,평일,22625,Post-코로나,,,,,,
2024,8,1,목,평일,18245,Post-코로나,,,,,,
2024,8,2,금,평일,18391,Post-코로나,,,,,,
2024,8,3,토,주말,23436,Post-코로나,,,,,,
2024,8,4,일,주말,19041,Post-코로나,,,,,,
2024,8,5,월,평일,13718,Post-코로나,,,,,,
2024,8,6,화,평일,14473,Post-코로나,,,,,,
2024,8,7,수,평일,14723,Post-코로나,,,,,,
2024,8,8,목,평일,13820,Post-코로나,,,,,,
2024,8,9,금,평일,14188,Post-코로나,,,,,,
2024,8,10,토,주말,21978,Post-코로나,,,,,,
2024,8,11,일,주말,20119,Post-코로나,,,,,,
2024,8,12,월,평일,12171,Post-코로나,,,,,,
2024,8,13,화,평일,13983,Post-코로나,,,,,,
2024,8,14,수,평일,14144,Post-코로나,,,,,,
2024,8,15,목,평일,21694,Post-코로나,,,,,,
2024,8,16,금,평일,14911,Post-코로나,,,,,,
2024,8,17,토,주말,21498,Post-코로나,,,,,,
2024,8,18,일,주말,17261,Post-코로나,,,,,,
2024,8,19,월,평일,7447,Post-코로나,,,,,,
2024,8,20,화,평일,7715,Post-코로나,,,,,,
2024,8,21,수,평일,7934,Post-코로나,,,,,,
2024,8,22,목,평일,6543,Post-코로나,,,,,,
2024,8,23,금,평일,6984,Post-코로나,,,,,,
2024,8,24,토,주말,17458,Post-코로나,,,,,,
2024,8,25,일,주말,14611,Post-코로나,,,,,,
2024,8,26,월,평일,4833,Post-코로나,,,,,,
2024,8,27,화,평일,5794,Post-코로나,,,,,,
2024,8,28,수,평일,7210,Post-코로나,,,,,,
2024,8,29,목,평일,5787,Post-코로나,,,,,,
2024,8,30,금,평일,8983,Post-코로나,,,,,,
2024,8,31,토,주말,19124,Post-코로나,,,,,,
2024,9,1,일,주말,15695,Post-코로나,,,,,,
2024,9,2,월,평일,6590,Post-코로나,,,,,,
2024,9,3,화,평일,7750,Post-코로나,,,,,,
2024,9,4,수,평일,7988,Post-코로나,,,,,,
2024,9,5,목,평일,7751,Post-코로나,,,,,,
2024,9,6,금,평일,9754,Post-코로나,,,,,,
2024,9,7,토,주말,17450,Post-코로나,,,,,,
2024,9,8,일,주말,14901,Post-코로나,,,,,,
2024,9,9,월,평일,5570,Post-코로나,,,,,,
2024,9,10,화,평일,7161,Post-코로나,,,,,,
2024,9,11,수,평일,8631,Post-코로나,,,,,,
2024,9,12,목,평일,6312,Post-코로나,,,,,,
2024,9,13,금,평일,7098,Post-코로나,,,,,,
2024,9,14,토,주말,20647,Post-코로나,,,,,,
2024,9,15,일,주말,26672,Post-코로나,,,,,,
2024,9,16,월,평일,30940,Post-코로나,,,,,,
2024,9,17,화,평일,0,Post-코로나,,,,,,
2024,9,18,수,평일,25480,Post-코로나,,,,,,
2024,9,19,목,평일,8005,Post-코로나,,,,,,
2024,9,20,금,평일,8556,Post-코로나,,,,,,
2024,9,21,토,주말,18282,Post-코로나,,,,,,
2024,9,22,일,주말,14936,Post-코로나,,,,,,
2024,9,23,월,평일,5097,Post-코로나,,,,,,
2024,9,24,화,평일,7654,Post-코로나,,,,,,
2024,9,25,수,평일,9441,Post-코로나,,,,,,
2024,9,26,목,평일,8098,Post-코로나,,,,,,
2024,9,27,금,평일,7379,Post-코로나,,,,,,
2024,9,28,토,주말,16684,Post-코로나,,,,,,
2024,9,29,일,주말,13565,Post-코로나,,,,,,
2024,9,30,월,평일,7646,Post-코로나,,,,,,
2024,10,1,화,평일,14360,Post-코로나,,,,,,
2024,10,2,수,평일,9417,Post-코로나,,,,,,
2024,10,3,목,평일,19176,Post-코로나,,,,,,
2024,10,4,금,평일,13727,Post-코로나,,,,,,
2024,10,5,토,주말,16240,Post-코로나,,,,,,
2024,10,6,일,주말,11508,Post-코로나,,,,,,
2024,10,7,월,평일,6030,Post-코로나,,,,,,
2024,10,8,화,평일,7909,Post-코로나,,,,,,
2024,10,9,수,평일,18167,Post-코로나,,,,,,
2024,10,10,목,평일,6590,Post-코로나,,,,,,
2024,10,11,금,평일,6583,Post-코로나,,,,,,
2024,10,12,토,주말,12108,Post-코로나,,,,,,
2024,10,13,일,주말,9797,Post-코로나,,,,,,
2024,10,14,월,평일,6196,Post-코로나,,,,,,
2024,10,15,화,평일,7011,Post-코로나,,,,,,
2024,10,16,수,평일,8328,Post-코로나,,,,,,
2024,10,17,목,평일,6645,Post-코로나,,,,,,
2024,10,18,금,평일,10586,Post-코로나,,,,,,
2024,10,19,토,주말,12597,Post-코로나,,,,,,
2024,10,20,일,주말,10791,Post-코로나,,,,,,
2024,10,21,월,평일,5343,Post-코로나,,,,,,
2024,10,22,화,평일,11031,Post-코로나,,,,,,
2024,10,23,수,평일,7468,Post-코로나,,,,,,
2024,10,24,목,평일,7876,Post-코로나,,,,,,
2024,10,25,금,평일,8693,Post-코로나,,,,,,
2024,10,26,토,주말,15055,Post-코로나,,,,,,
2024,10,27,일,주말,12411,Post-코로나,,,,,,
2024,10,28,월,평일,5821,Post-코로나,,,,,,
2024,10,29,화,평일,6552,Post-코로나,,,,,,
2024,10,30,수,평일,8440,Post-코로나,,,,,,
2024,10,31,목,평일,7584,Post-코로나,,,,,,
2024,11,1,금,평일,7630,Post-코로나,,,,,,
2024,11,2,토,주말,12566,Post-코로나,,,,,,
2024,11,3,일,주말,11117,Post-코로나,,,,,,
2024,11,4,월,평일,25,Post-코로나,,,,,,
2024,11,5,화,평일,6442,Post-코로나,,,,,,
2024,11,6,수,평일,7922,Post-코로나,,,,,,
2024,11,7,목,평일,6111,Post-코로나,,,,,,
2024,11,8,금,평일,7314,Post-코로나,,,,,,
2024,11,9,토,주말,11840,Post-코로나,,,,,,
2024,11,10,일,주말,10664,Post-코로나,,,,,,
2024,11,11,월,평일,5228,Post-코로나,,,,,,
2024,11,12,화,평일,5912,Post-코로나,,,,,,
2024,11,13,수,평일,6778,Post-코로나,,,,,,
2024,11,14,목,평일,7135,Post-코로나,,,,,,
2024,11,15,금,평일,8548,Post-코로나,,,,,,
2024,11,16,토,주말,14375,Post-코로나,,,,,,
2024,11,17,일,주말,11932,Post-코로나,,,,,,
2024,11,18,월,평일,6769,Post-코로나,,,,,,
2024,11,19,화,평일,8537,Post-코로나,,,,,,
2024,11,20,수,평일,7948,Post-코로나,,,,,,
2024,11,21,목,평일,6941,Post-코로나,,,,,,
2024,11,22,금,평일,8362,Post-코로나,,,,,,
2024,11,23,토,주말,15057,Post-코로나,,,,,,
2024,11,24,일,주말,12758,Post-코로나,,,,,,
2024,11,25,월,평일,6965,Post-코로나,,,,,,
2024,11,26,화,평일,7086,Post-코로나,,,,,,
2024,11,27,수,평일,7224,Post-코로나,,,,,,
2024,11,28,목,평일,6710,Post-코로나,,,,,,
2024,11,29,금,평일,8537,Post-코로나,,,,,,
2024,11,30,토,주말,21228,Post-코로나,,,,,,
2024,12,1,일,주말,15703,Post-코로나,,,,,,
2024,12,2,월,평일,10024,Post-코로나,,,,,,
2024,12,3,화,평일,10688,Post-코로나,,,,,,
2024,12,4,수,평일,8781,Post-코로나,,,,,,
2024,12,5,목,평일,9133,Post-코로나,,,,,,
2024,12,6,금,평일,9388,Post-코로나,,,,,,
2024,12,7,토,주말,17900,Post-코로나,,,,,,
2024,12,8,일,주말,16479,Post-코로나,,,,,,
2024,12,9,월,평일,8444,Post-코로나,,,,,,
2024,12,10,화,평일,11156,Post-코로나,,,,,,
2024,12,11,수,평일,10858,Post-코로나,,,,,,
2024,12,12,목,평일,10116,Post-코로나,,,,,,
2024,12,13,금,평일,12992,Post-코로나,,,,,,
2024,12,14,토,주말,18087,Post-코로나,,,,,,
2024,12,15,일,주말,16518,Post-코로나,,,,,,
2024,12,16,월,평일,9357,Post-코로나,,,,,,
2024,12,17,화,평일,10282,Post-코로나,,,,,,
2024,12,18,수,평일,11706,Post-코로나,,,,,,
2024,12,19,목,평일,10666,Post-코로나,,,,,,
2024,12,20,금,평일,12721,Post-코로나,,,,,,
2024,12,21,토,주말,20079,Post-코로나,,,,,,
2024,12,22,일,주말,18437,Post-코로나,,,,,,
2024,12,23,월,평일,13495,Post-코로나,,,,,,
2024,12,24,화,평일,11507,Post-코로나,,,,,,
2024,12,25,수,평일,17630,Post-코로나,,,,,,
2024,12,26,목,평일,12580,Post-코로나,,,,,,
2024,12,27,금,평일,14534,Post-코로나,,,,,,
2024,12,28,토,주말,20870,Post-코로나,,,,,,
2024,12,29,일,주말,17577,Post-코로나,,,,,,
2024,12,30,월,평일,15077,Post-코로나,,,,,,
2024,12,31,화,평일,19329,Post-코로나,,,,,,
2025,1,1,수,평일,0,Post-코로나,,,,,,
2025,1,2,목,평일,13838,Post-코로나,,,,,,
2025,1,3,금,평일,14380,Post-코로나,,,,,,
2025,1,4,토,주말,23366,Post-코로나,,,,,,
2025,1,5,일,주말,18013,Post-코로나,,,,,,
2025,1,6,월,평일,11100,Post-코로나,,,,,,
2025,1,7,화,평일,12849,Post-코로나,,,,,,
2025,1,8,수,평일,14602,Post-코로나,,,,,,
2025,1,9,목,평일,12602,Post-코로나,,,,,,
2025,1,10,금,평일,14189,Post-코로나,,,,,,
2025,1,11,토,주말,26485,Post-코로나,,,,,,
2025,1,12,일,주말,22212,Post-코로나,,,,,,
2025,1,13,월,평일,13177,Post-코로나,,,,,,
2025,1,14,화,평일,13353,Post-코로나,,,,,,
2025,1,15,수,평일,13326,Post-코로나,,,,,,
2025,1,16,목,평일,13687,Post-코로나,,,,,,
2025,1,17,금,평일,14026,Post-코로나,,,,,,
2025,1,18,토,주말,26053,Post-코로나,,,,,,
2025,1,19,일,주말,22923,Post-코로나,,,,,,
2025,1,20,월,평일,12944,Post-코로나,,,,,,
2025,1,21,화,평일,13564,Post-코로나,,,,,,
2025,1,22,수,평일,15244,Post-코로나,,,,,,
2025,1,23,목,평일,12931,Post-코로나,,,,,,
2025,1,24,금,평일,14225,Post-코로나,,,,,,
2025,1,25,토,주말,23960,Post-코로나,,,,,,
